user_id,traffic_source,time_on_platform,courses_viewed,signup_date,last_active_date,is_enrolled,is_churned,revenue_generated
699bb837-1446-40c2-af7f-66dad97e0a0d,Referral,4.27,1,2025-11-17,2025-11-20,0,0,0.0
07cb256a-9f35-422a-a5c8-a206da7d1757,Direct,28.43,10,2025-05-22,2025-05-27,1,0,250.48
ed6d1faf-d9b9-4a58-ba22-6e926aeb8e82,Social Media,21.68,9,2025-12-29,2026-01-02,1,0,327.64
44132fac-2cc5-4b3c-9034-a2b556e5287e,Organic Search,9.64,8,2026-03-27,2026-03-30,0,0,0.0
bb19678f-0c99-4d71-be72-54bb7dc7f259,Organic Search,64.99,4,2025-10-11,2025-10-14,0,0,0.0
a5f51683-a0f0-40eb-b870-926edbcc84c0,Social Media,36.38,0,2025-06-06,2025-06-10,0,0,0.0
85fea4fd-477d-4560-abd9-0fd478f1164e,Google Ads,13.34,2,2025-05-22,2025-06-12,1,1,423.45
4080f42e-02c1-4895-a2eb-5a80e7c7d444,Google Ads,21.17,6,2025-10-06,2025-10-19,1,0,233.61
e9ca734b-5c7a-4679-ba74-0de90bbfbfbc,Google Ads,12.25,0,2025-05-18,2025-06-12,1,1,311.37
8862f8ab-d6b6-4f03-a44b-bc795a301d21,Direct,24.83,0,2025-05-30,2025-06-01,0,0,0.0
e721c24e-8675-4dd5-bd47-b6026fec4726,Organic Search,21.91,0,2026-02-15,2026-02-17,0,0,0.0
b1f9993d-3378-4b52-bfc0-2b9c928dc2b7,Social Media,18.43,0,2025-08-04,2025-08-04,0,0,0.0
b6f16fd0-4c25-4917-86b0-812a5ab6193a,Social Media,29.46,3,2025-12-21,2025-12-25,0,0,0.0
528716eb-8f3a-4895-8bfb-85046a1571d5,Referral,7.22,9,2025-05-19,2025-05-22,0,0,0.0
e873169c-e8c5-4aa9-9872-2ce34fd50b2f,Organic Search,12.55,6,2025-08-31,2025-09-09,1,0,263.97
8e3b5137-486d-45cb-a905-429e68afdaef,Social Media,19.13,6,2026-05-09,2026-05-13,0,0,0.0
738fb83d-d67b-498b-9bbd-6c59aa9bf2bf,Google Ads,34.38,10,2025-11-20,2025-12-06,1,0,107.35
b44307ef-33e5-4966-b967-a2cde49a7522,Organic Search,12.27,3,2025-12-09,2025-12-09,0,0,0.0
31c0c9c2-260e-4af8-b4fc-dde2cb718726,Social Media,38.1,1,2026-04-08,2026-04-13,0,0,0.0
270d5a4f-8bfe-4e82-ac46-96a30a10e446,Organic Search,21.11,0,2026-02-28,2026-03-02,0,0,0.0
84d683c9-6e6d-4470-b7a0-e6db50de0ad1,Direct,33.58,5,2026-02-17,2026-02-19,1,0,334.61
f56dd0ab-30f5-4673-bcfe-8039f2a03c24,Google Ads,13.99,6,2025-12-03,2025-12-06,0,0,0.0
cdfd6a5c-322f-49cb-9e23-d772f675d487,Organic Search,42.78,10,2026-03-27,2026-03-29,1,0,118.34
74d53984-feef-4ab0-93ed-d78facfd4cf0,Google Ads,26.45,3,2025-11-06,2025-11-08,0,0,0.0
1f5c3def-e817-405b-a1cc-ac6da7c37561,Google Ads,3.07,2,2025-09-05,2025-09-06,0,0,0.0
9c709a3f-c0ae-415b-87a3-8f876b18478b,Organic Search,33.43,7,2025-08-21,2025-08-23,0,0,0.0
7132c44b-c1d0-4207-9c03-51af49788afe,Organic Search,7.02,1,2025-10-04,2025-10-06,0,0,0.0
690498e0-c5f8-475b-9457-0c8c2683364d,Organic Search,25.6,2,2026-03-20,2026-03-24,1,0,423.28
260bb166-b443-40d6-a598-a71fcfce4592,Social Media,71.14,7,2025-12-02,2025-12-18,1,0,121.25
2c009747-82f1-4919-b739-23f402791b99,Organic Search,32.93,10,2026-01-03,2026-01-03,0,0,0.0
9a0f2acd-0c9d-4e3a-bfde-0732fdf9a85c,Organic Search,19.55,0,2025-12-30,2026-01-01,0,0,0.0
917902aa-f9de-4dfc-b955-74ebff003bd3,Organic Search,22.95,2,2025-07-23,2025-08-16,1,0,225.38
faaf74be-1be1-444a-b9af-92d67b1b2c12,Social Media,28.26,3,2025-11-01,2025-11-18,1,0,197.34
cc00d07c-4def-42c9-9e53-19707c933598,Organic Search,28.46,3,2026-04-16,2026-04-20,0,0,0.0
3675ba88-9f43-4a52-946d-6dc4b0943ea2,Organic Search,23.27,4,2025-05-17,2025-05-18,0,0,0.0
6547d902-dcfd-4aa5-a784-10dfdf5066cd,Email Campaign,47.24,2,2025-05-16,2025-05-16,0,0,0.0
1535fa70-247c-4411-be02-c470c81f09da,Social Media,20.9,3,2025-09-20,2025-09-20,0,0,0.0
79b16d8f-49ac-45dc-bb78-4e87efaa92f3,Email Campaign,16.19,8,2025-06-18,2025-07-01,1,0,215.26
9a04fdb2-531e-461b-8bc0-57b5151ee7d7,Referral,22.0,3,2026-04-19,2026-05-05,1,0,217.96
510cd6f4-d38a-4b60-8a58-00ccc3f4a3a6,Social Media,11.54,9,2025-09-25,2025-09-27,0,0,0.0
a0b84cdf-b751-4067-94fa-183cfee2f36d,Google Ads,4.97,3,2026-02-16,2026-02-21,0,0,0.0
55f1c4e8-51a7-485e-aba2-c7387f8ef554,Organic Search,15.19,6,2025-05-23,2025-05-24,0,0,0.0
fe2637e9-f631-4dc4-a4d0-77969a7c54f0,Social Media,3.72,3,2025-10-10,2025-10-14,0,0,0.0
831e98f2-3132-4fb2-915d-fe137091795d,Google Ads,23.56,9,2025-06-11,2025-06-16,0,0,0.0
f1f2963a-f07b-42f6-8e3d-35300c83d1d8,Email Campaign,61.87,6,2026-03-04,2026-03-04,0,0,0.0
e3ecd601-696a-42c7-b51f-760f97dc7f64,Google Ads,11.9,2,2025-11-23,2025-12-02,1,0,167.49
c23d17d3-b180-49ee-a954-3eeafd2540a5,Social Media,25.8,2,2026-01-04,2026-01-14,1,0,267.23
4d060045-2daf-4970-80c1-fe609dc30241,Social Media,16.95,8,2025-11-18,2025-11-21,0,0,0.0
6bd89f01-560e-423b-9b0a-e6eddccc456b,Direct,8.01,9,2026-02-09,2026-03-08,1,0,386.48
b26ebcd0-6924-4503-97c3-fad04f713d6c,Referral,36.63,0,2025-07-29,2025-08-27,1,1,200.89
a63f5530-24eb-43df-bf5b-5eb0a81e4187,Social Media,25.48,0,2025-09-17,2025-09-19,0,0,0.0
f6f711d0-bc94-478c-bf3f-82836b38b68f,Organic Search,24.4,8,2026-03-01,2026-03-03,1,0,412.92
917dd86e-4e59-4cb1-afe7-77eb9ab98124,Direct,17.43,6,2026-03-01,2026-03-13,1,0,155.59
5d29c0c3-af03-427b-b46b-8a85063557fc,Email Campaign,26.25,8,2025-05-24,2025-05-29,0,0,0.0
61b070f6-8600-4da0-b947-909cb3fa13ec,Social Media,21.37,5,2025-10-07,2025-10-08,0,0,0.0
33c4ea87-a9bf-47ad-83a0-d58f61a75b28,Direct,65.73,1,2025-11-26,2025-12-01,0,0,0.0
c6bb6f78-7d95-4c3d-854a-641f44821df2,Organic Search,25.27,10,2025-07-11,2025-07-12,1,0,64.13
538ed1bb-66c4-46c6-bfeb-58c82ba2571d,Organic Search,13.79,6,2026-03-15,2026-03-31,1,0,407.66
c173aedb-0991-4fde-b298-10727a758e6c,Email Campaign,42.75,0,2025-06-01,2025-06-02,0,0,0.0
f2f389f2-4e64-49a4-9844-79336b20ebf8,Direct,45.43,9,2025-08-24,2025-09-15,1,0,381.47
23aaefad-5a00-4608-8610-ac9867ab6f90,Direct,14.83,0,2026-02-02,2026-02-06,0,0,0.0
6f4f7d48-cea4-43db-8fca-c3c0f6af5cc7,Email Campaign,6.4,7,2026-04-20,2026-04-24,0,0,0.0
7af229a1-8f88-461e-b040-a0d55e59844b,Organic Search,40.81,2,2026-04-10,2026-04-28,1,0,460.92
6c714697-f587-42c3-b26c-ee817dfd85bf,Referral,9.04,2,2026-04-28,2026-04-30,0,0,0.0
dc7fedd4-eb94-4fca-91c5-29fb442a406d,Organic Search,53.11,2,2026-04-29,2026-05-11,1,0,55.54
1767ec02-710c-49dc-98e7-8248fa728c1f,Referral,43.99,6,2025-12-14,2025-12-15,1,0,200.84
1472cae0-a625-4674-b64b-386f05cf1513,Google Ads,46.55,5,2026-03-30,2026-03-31,0,0,0.0
ce0b8612-e395-461d-a9f6-10baf14dce11,Organic Search,60.23,9,2025-07-12,2025-07-26,1,0,361.52
5a37e611-30da-4d0e-bab2-64226884d21a,Google Ads,2.26,10,2025-06-26,2025-07-25,1,0,495.34
c5c2dce1-5ba5-4296-9b92-f60c12478c55,Organic Search,56.83,3,2026-04-11,2026-04-29,1,0,149.41
aae858ac-0645-44c2-96b7-55c31dff50a9,Organic Search,58.25,3,2025-06-02,2025-06-07,0,0,0.0
6aaec9c8-623a-4c2c-b7ab-4226d8bdf913,Direct,13.71,5,2025-08-18,2025-08-21,0,0,0.0
5c566fa4-f37e-417e-8d60-9c4435e4c24b,Social Media,53.44,4,2026-04-14,2026-04-17,0,0,0.0
8c67f81a-dda2-43f6-bd1b-1b8dbc7822e5,Email Campaign,6.05,7,2025-12-10,2025-12-11,0,0,0.0
df6901de-c035-44ff-8734-09ef16de8e59,Organic Search,3.24,0,2026-01-07,2026-01-30,1,1,49.52
3961dd6a-477b-4eab-bb70-82ebcaa20ed8,Direct,21.5,6,2025-11-29,2025-12-26,1,0,104.4
335cf8fa-e36c-4b72-9378-65c42035fe2b,Referral,80.82,0,2025-08-11,2025-08-11,0,0,0.0
76db2bb6-2b82-40c8-bb49-af4a1cf3a0a0,Email Campaign,8.49,3,2026-01-20,2026-01-20,0,0,0.0
681eb248-b6c4-4430-9a51-84a6883e4a34,Organic Search,37.41,2,2025-09-25,2025-09-28,0,0,0.0
9ea4b797-cb98-44d9-aa24-6f1f7e9f2288,Organic Search,38.39,9,2026-04-03,2026-05-02,1,0,448.16
4726b1e1-eace-4319-b1da-0549b3f671a8,Google Ads,60.15,4,2025-09-27,2025-10-02,0,0,0.0
6a40248b-31fd-4a43-bda6-2a2302b1b3ad,Google Ads,18.72,0,2026-03-12,2026-03-15,0,0,0.0
877b04fd-8345-458c-8d40-60511449b42c,Organic Search,18.17,3,2025-06-17,2025-07-12,1,0,251.06
50adf649-8017-4e08-adc9-2cac19ee31db,Email Campaign,30.04,1,2025-07-11,2025-07-13,1,0,416.59
39bd95e7-9747-4e11-996e-a425e406e097,Google Ads,24.47,8,2025-09-20,2025-09-24,0,0,0.0
5d2a9b1a-5d87-4573-8f93-a783dabad3a3,Social Media,10.05,0,2025-07-28,2025-08-03,1,1,107.99
8980f9b7-aefd-4467-9dac-bc782fe8a007,Social Media,33.36,4,2025-10-08,2025-10-11,0,0,0.0
fd5cf335-b911-4334-b630-3a7890045d4b,Direct,29.04,10,2025-06-09,2025-06-14,0,0,0.0
52599c81-722f-48f0-9278-b6e48ed9b8ba,Direct,20.08,6,2025-10-29,2025-10-31,0,0,0.0
f3c10a7c-607c-4111-b55d-c0f75e4ca873,Google Ads,2.74,3,2025-11-06,2025-11-06,0,0,0.0
ed921c80-b6e8-4a79-b137-d52fbd3ec998,Organic Search,16.66,6,2025-08-06,2025-09-03,1,0,126.77
29e14fcd-14bb-4df2-9a84-d10c1027deae,Social Media,39.24,0,2026-02-03,2026-02-05,1,0,133.24
e7f3cf95-8069-44f8-aa36-7a7d5764256e,Organic Search,6.85,5,2026-03-27,2026-04-12,1,0,348.97
c04bde47-6dc4-4228-850c-d8c69e20b865,Google Ads,11.39,3,2025-07-03,2025-07-08,0,0,0.0
347dc617-18b9-481f-aa0e-2dc7ea17dc67,Organic Search,16.59,3,2025-12-12,2025-12-18,1,1,222.5
12568de2-e5f1-461e-9d4a-041a262f289e,Social Media,23.82,6,2026-04-16,2026-05-09,1,0,52.82
b5278f5e-0e63-4313-840f-2a71ff14566f,Organic Search,33.75,2,2025-05-17,2025-06-07,1,0,76.84
78e16546-716f-40ca-b333-9e6d79789995,Email Campaign,31.11,4,2026-04-21,2026-04-26,0,0,0.0
1f3f2534-580f-4d87-a5f7-3ca68fc3d8c0,Direct,13.12,8,2025-08-27,2025-09-10,1,0,184.78
ccd51707-79d6-4cfe-8590-738310811c86,Organic Search,48.53,9,2025-11-19,2025-12-07,1,0,203.28
acab0b64-af7b-418e-a095-9706f5c959cc,Referral,26.33,7,2026-02-07,2026-03-07,1,0,151.51
e87cc5bc-59c0-40c3-934e-bfb5d63d0b16,Google Ads,30.76,1,2025-06-17,2025-07-11,1,1,263.02
eaf543ef-5913-4f12-9678-5ae02f4b1b85,Social Media,22.1,4,2026-04-02,2026-04-05,0,0,0.0
8fa862a7-dd37-445c-944e-1fc32e076c27,Email Campaign,10.09,10,2025-05-23,2025-05-25,0,0,0.0
9fed766b-0f2a-4913-b1cb-350ef71e53d2,Social Media,38.14,9,2026-05-06,2026-05-20,1,0,294.86
67096579-2e2c-4db9-a880-8332d69c9af3,Social Media,23.01,8,2025-05-18,2025-05-22,0,0,0.0
b9519cbc-cd5f-4b6e-91fa-34f08729c55f,Social Media,59.92,3,2026-02-17,2026-03-16,1,0,255.3
67dbe652-a0e6-4858-b16c-ef115232222c,Direct,6.95,7,2025-10-28,2025-11-01,0,0,0.0
0ebeb025-e9a9-4df6-843f-dedf161a949c,Organic Search,25.65,7,2026-01-28,2026-02-07,1,0,156.18
e94149c7-b2fa-4220-9b2e-b8d33676a1e3,Organic Search,34.02,9,2025-05-24,2025-05-25,0,0,0.0
b3167854-00c5-49c0-abf2-a47eb34d0201,Organic Search,37.13,9,2025-05-25,2025-05-29,0,0,0.0
17f1a792-24fa-48ff-a68c-91a5b967dca3,Google Ads,35.64,2,2026-04-23,2026-04-26,0,0,0.0
55259ddf-6b47-4e2a-9d8d-9536ddd291dd,Google Ads,10.93,0,2025-09-04,2025-09-06,0,0,0.0
1d4b46cc-eef7-4020-8d30-c35993fe6bfa,Email Campaign,19.87,7,2025-08-12,2025-09-07,1,0,344.64
6f2e2d0b-20b0-43e4-b012-b4fd83b4d559,Google Ads,64.43,2,2025-10-02,2025-10-06,0,0,0.0
2dc18951-5cf9-43db-9330-00757c21f8b1,Google Ads,30.51,0,2025-08-31,2025-09-05,0,0,0.0
111f9fc1-74f2-4338-90a0-31e1d1d9f34d,Email Campaign,8.48,6,2026-04-11,2026-05-08,1,1,141.35
86d878ae-8fac-4673-9faa-d0beacf6c893,Organic Search,13.5,3,2025-05-20,2025-05-25,0,0,0.0
5d5f9028-dc97-4566-975f-6698ae5b6b57,Email Campaign,9.87,0,2025-09-17,2025-09-19,0,0,0.0
1ac03289-3cf0-4641-bcbe-8cb708cca2ba,Organic Search,36.53,6,2025-12-03,2025-12-05,0,0,0.0
cbab0e92-6b5a-4f50-88e3-ad1debe8de6d,Google Ads,26.47,5,2026-04-08,2026-04-09,0,0,0.0
eafdff01-de30-4af0-b55a-6c64aa9ed33e,Google Ads,58.47,1,2025-11-19,2025-11-21,0,0,0.0
24209193-2fa7-4a95-a59f-f9506b5eb407,Google Ads,11.25,8,2025-10-30,2025-11-06,1,0,120.7
a522bc3a-f19c-4415-946e-0cf0b1664f76,Direct,4.62,5,2025-08-28,2025-08-28,0,0,0.0
af9c118d-e666-4b05-99ed-d19e3a47659c,Social Media,2.08,6,2026-03-07,2026-03-09,0,0,0.0
f0b7c644-4478-4c25-aa2c-4425c832f4f6,Social Media,7.92,5,2025-10-02,2025-10-05,0,0,0.0
dc19da93-1c6f-4c3a-b320-f120f2239bd5,Google Ads,14.24,1,2026-01-22,2026-01-24,0,0,0.0
dd536553-9a15-419b-bf09-2bf6dc58c0de,Google Ads,5.95,6,2025-10-11,2025-10-14,0,0,0.0
b85034d3-d49e-4939-a75d-0b6fc3bad327,Organic Search,31.72,2,2025-10-25,2025-10-30,0,0,0.0
44e70ec4-440f-4a81-b6b4-534636c9acec,Google Ads,45.14,10,2026-02-13,2026-02-18,0,0,0.0
be852edb-da22-4892-8e85-d092abfea6b4,Google Ads,21.22,10,2025-06-19,2025-06-22,0,0,0.0
31a0ecfd-c6c1-4fe4-937a-2917c75ce373,Social Media,96.44,1,2025-06-03,2025-06-03,0,0,0.0
8abaddf4-2218-48a4-9e40-55c86ab3b757,Direct,27.99,10,2025-06-28,2025-07-01,1,0,452.87
21230397-ca3f-4b65-ac01-13370e8a17f6,Organic Search,0.89,6,2026-04-02,2026-04-16,1,0,442.18
32a056f5-d769-4a2f-8028-532d5b458a3c,Email Campaign,24.47,8,2025-07-03,2025-07-06,0,0,0.0
d40e48d9-4426-47c7-868e-8f9b581edcbb,Direct,6.41,10,2026-04-21,2026-04-25,0,0,0.0
75ba3d66-a0fb-4a97-b0a0-66147130a535,Email Campaign,22.52,4,2026-01-06,2026-01-10,0,0,0.0
f342d7db-56c2-4fde-9eed-8d960775d636,Organic Search,41.84,8,2025-09-09,2025-09-11,1,0,394.17
edae4552-24ef-4b88-9325-477a2765659c,Social Media,59.04,9,2025-12-14,2026-01-11,1,0,138.22
465a2898-4a9c-45b1-969e-f4e75dba5985,Social Media,96.64,7,2026-02-15,2026-02-24,1,0,347.86
2ca30e03-3c50-4e8a-b0d7-a2e2bf8b9449,Google Ads,90.58,0,2026-04-28,2026-05-03,0,0,0.0
3e03a0ae-958f-4c9f-861f-16b54af82601,Social Media,19.35,10,2026-02-26,2026-03-11,1,0,257.33
a3015165-cfaf-4fee-81cd-0cd260ea80fe,Organic Search,31.45,6,2025-12-12,2025-12-12,0,0,0.0
9ead48b6-b7bf-40b9-9fb8-a3efc15a48d2,Social Media,44.7,0,2025-09-22,2025-09-23,0,0,0.0
9760cae8-dab6-4896-897e-fc41cd63e71a,Social Media,6.02,6,2025-10-31,2025-11-01,0,0,0.0
e020724c-9a9f-4690-8d82-f7bc0b2e0ece,Google Ads,25.76,3,2025-10-25,2025-10-28,0,0,0.0
2542db1c-40d0-4e56-a438-34bfe281ed61,Direct,16.11,8,2025-10-07,2025-10-09,0,0,0.0
67da9d48-5136-4cd1-b4e4-dbaa36b4287b,Organic Search,45.78,4,2025-08-16,2025-08-20,1,0,136.79
